"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Max_strength.perceptual","Exclusivity.perceptual","Dominant.perceptual","Minkowski3.perceptual","N_known.perceptual","Percent_known.perceptual"
"KIND",2.35,0.15,0.9,2.35,0.05,3.05,1.872,0.489,1.744,1.872,0.224,1.849,3.05,0.339,"Visual",3.804,20,1
"KINDERGARTEN",2,0,0.2,0.3,0.1,2.4,2.2,0,0.894,0.923,0.447,2.088,2.4,0.48,"Visual",2.796,20,1
"KINDERGARTENER",2.469,0.031,0.281,0.188,0.438,3.281,1.849,0.177,0.729,0.738,1.045,1.888,3.281,0.486,"Visual",3.696,32,0.941
"KINDERGARTNER",2.6,0,0.68,0.04,0.36,3.6,2.062,0,1.464,0.2,1.075,2.062,3.6,0.495,"Visual",4.012,25,1
"KINDHEARTED",2.706,0.294,0.824,3,0.294,2.588,2.054,1.213,1.59,1.936,1.213,1.77,3,0.279,"Interoceptive",4.016,17,0.944
"KINDHEARTEDLY",1.75,0.05,0.2,3,0,2.05,1.682,0.224,0.523,2.128,0,1.877,3,0.426,"Interoceptive",3.448,20,1
"KINDHEARTEDNESS",2.353,0,0.118,3.765,0,2.941,1.835,0,0.332,1.437,0,1.983,3.765,0.41,"Interoceptive",4.512,17,1
"KINDLE",0.818,0,1.5,0.818,0.227,3.455,1.332,0,1.845,1.22,0.612,1.654,3.455,0.507,"Visual",3.575,22,1
"KINDLINESS",3.056,0.056,0.667,2.333,0.056,3.222,1.626,0.236,1.085,1.879,0.236,1.592,3.222,0.337,"Visual",4.217,18,0.947
"KINDLING",1.385,0,2.077,0.538,1.692,3.615,1.557,0,1.977,1.33,1.702,1.85,3.615,0.388,"Visual",3.997,13,0.765
"KINDLY",3.062,0.188,0.375,2.062,0.125,2.812,1.914,0.75,0.885,2.016,0.5,1.642,3.062,0.341,"Auditory",3.911,16,1
"KINDNESS",2.882,0.353,1.706,2.824,0.294,4.118,1.495,0.702,1.572,1.741,0.588,1.054,4.118,0.314,"Visual",4.95,17,1
"KINDRED",0.789,0.263,0.579,2.158,0.316,1.421,1.512,0.733,1.465,1.74,0.946,1.575,2.158,0.343,"Interoceptive",2.39,19,0.905
"KINETIC",0.812,0.062,1.812,1.812,0.062,2.688,1.167,0.25,2.136,1.87,0.25,2.089,2.688,0.362,"Visual",3.17,16,0.842
"KINETICALLY",0.857,0.357,2.357,1.786,0.143,2.5,1.46,1.082,1.946,1.888,0.535,1.871,2.5,0.295,"Visual",3.274,14,0.7
"KINETICS",1.188,0,1.125,0.938,0.062,2.812,1.721,0,1.258,1.34,0.25,2.073,2.812,0.459,"Visual",2.969,16,0.8
"KINFOLK",2.667,0.056,1.167,0.667,0.556,3.444,2.142,0.236,2.007,1.237,1.464,1.822,3.444,0.396,"Visual",3.955,18,0.947
"KING",2.067,0.2,0.4,0.533,0.067,3.667,2.086,0.775,1.121,1.246,0.258,1.988,3.667,0.519,"Visual",3.879,15,1
"KINGDOM",1.263,0,0,0.105,0,3.421,1.695,0,0,0.315,0,1.61,3.421,0.714,"Visual",3.478,19,1
"KINGFISH",1,1.438,1.875,0.688,1.062,3.312,1.713,1.59,1.962,1.448,1.181,1.922,3.312,0.28,"Visual",3.645,16,0.889
"KINGFISHER",1.304,0.826,1.043,0,0.522,2.913,1.893,1.696,1.821,0,1.344,2.172,2.913,0.441,"Visual",3.065,23,0.622
"KINGHOOD",1.286,0.048,0.048,0.429,0,2.476,1.347,0.218,0.218,1.076,0,1.861,2.476,0.578,"Visual",2.591,21,1
"KINGLESS",0.857,0.571,0.643,0.714,0.643,2.071,1.167,1.158,1.277,1.437,1.277,1.817,2.071,0.273,"Visual",2.197,14,0.875
"KINGLIKE",2.368,0,0.368,1.211,0.158,3.526,1.862,0,0.895,1.96,0.501,1.577,3.526,0.462,"Visual",3.892,19,1
"KINGLINESS",1.789,0.211,0.158,0.474,0.105,2.737,1.843,0.631,0.501,1.02,0.459,1.996,2.737,0.481,"Visual",2.976,19,0.95
"KINGLY",1.8,0.267,0.467,1.533,0.2,3.333,1.781,0.594,1.125,1.807,0.775,2.059,3.333,0.412,"Visual",3.599,15,0.833
"KINGPIN",1.167,0,0.667,0.444,0,2.722,1.823,0,1.372,1.149,0,2.27,2.722,0.544,"Visual",2.808,18,1
"KINGSHIP",1.643,0.071,0.214,0.714,0.071,2.714,1.646,0.267,0.579,1.49,0.267,1.773,2.714,0.487,"Visual",2.916,14,0.824
"KINK",1.375,0.375,2.25,2.188,0.5,3.25,1.668,0.885,2.206,2.04,0.966,1.949,3.25,0.289,"Visual",3.892,16,1
"KINKILY",1.556,0.389,1.389,1.833,0.333,2.278,1.756,1.243,1.852,1.823,1.029,1.841,2.278,0.25,"Visual",2.905,18,0.9
"KINKINESS",2.786,0.357,3.286,3.643,0.357,4.214,1.888,0.745,2.016,1.55,0.842,1.122,4.214,0.263,"Visual",5.65,14,0.933
"KINKY",3.059,0.588,1.647,2.059,0.588,3.647,1.819,1.372,1.869,1.886,1.417,1.693,3.647,0.264,"Visual",4.494,17,1
"KINSFOLK",2.412,0.118,0.824,0.529,0.118,2.765,2.033,0.485,1.286,0.943,0.332,2.107,2.765,0.391,"Visual",3.298,17,0.895
"KINSHIP",2.211,0.053,1.263,2.053,0,2.895,2.097,0.229,1.79,2.041,0,1.941,2.895,0.342,"Visual",3.576,19,1
"KINSMAN",2.25,0.333,1.083,1.667,0.25,3.417,2.094,1.155,1.676,1.875,0.622,1.881,3.417,0.352,"Visual",3.854,12,0.8
"KINSWOMAN",2.308,0.077,1.692,0.538,0.462,3.385,1.974,0.277,2.136,1.05,1.391,2.022,3.385,0.391,"Visual",3.83,13,0.765
"KIOSK",0.471,0.235,1.588,0.235,0.294,4,0.943,0.752,1.97,0.752,0.686,1.369,4,0.552,"Visual",4.085,17,1
"KISS",1.611,2.167,3.833,2.389,0.333,3.722,1.29,2.093,1.689,2.09,0.84,1.487,3.833,0.249,"Haptic",5.142,18,1
"KISSABLE",0.824,2.118,3.706,3.176,0.706,3.412,1.551,1.965,1.611,2.007,1.532,1.698,3.706,0.215,"Haptic",5.105,17,1
"KISSER",1.765,2.176,4.118,2.294,0.471,3,1.678,1.944,1.364,2.054,0.8,1.871,4.118,0.264,"Haptic",4.997,17,1
"KISSING",1.263,2.263,4.316,2.368,0.947,3.263,1.368,2.077,1.529,2.29,1.649,1.79,4.316,0.234,"Haptic",5.228,19,1
"KISSY",1.722,1.167,2.444,2.111,0.611,3.222,1.742,1.654,2.007,2.026,1.335,1.801,3.222,0.232,"Visual",4.008,18,0.947
"KIT",0.5,0,2,0.188,0,3.188,0.966,0,1.713,0.75,0,1.721,3.188,0.543,"Visual",3.435,16,0.941
"KITCHEN",1.667,0.444,2.333,0.333,1.944,4.444,1.414,1.042,1.847,0.767,1.589,1.042,4.444,0.368,"Visual",4.829,18,1
"KITCHEN CABINET",1.333,0.222,3.278,0.389,0.333,4.278,1.749,0.943,1.638,0.979,0.84,1.447,4.278,0.412,"Visual",4.877,18,1
"KITCHEN SINK",2.235,0.059,3.471,0.235,0.647,4.176,1.751,0.243,1.736,0.752,1.272,1.237,4.176,0.38,"Visual",5.015,17,1
"KITCHEN STOVE",1.273,0.333,3.485,0.091,1.818,4.273,1.663,0.854,1.906,0.522,1.862,1.442,4.273,0.371,"Visual",5.045,33,1
"KITCHEN TABLE",0.684,0.842,3.368,0.368,0.579,4.263,1.204,1.608,1.739,1.012,1.17,1.147,4.263,0.385,"Visual",4.889,19,1
"KITCHENETTE",0.611,0.222,1.444,0.444,0.889,3.5,1.29,0.647,1.617,1.338,1.278,1.886,3.5,0.461,"Visual",3.607,18,1
"KITCHENWARE",2.125,0.5,3.75,0.188,0.438,4.312,2.125,0.894,1.693,0.544,0.892,1.25,4.312,0.365,"Visual",5.226,16,1
"KITE",0.938,0,2.625,0.062,0,4.188,1.526,0,2.277,0.25,0,1.559,4.188,0.536,"Visual",4.52,16,1
"KITTEN",3.474,0.105,4,1.105,1.526,4.263,1.429,0.459,1.333,1.696,1.837,1.046,4.263,0.287,"Visual",5.732,19,1
"KITTY",3.167,0.056,2.944,0.444,1.222,4.111,1.689,0.236,1.984,1.247,1.665,1.41,4.111,0.34,"Visual",5.049,18,1
"KIWI",0.562,4.188,2.812,0.938,2.875,4,1.209,1.559,1.905,1.611,1.821,1.549,4.188,0.236,"Gustatory",5.692,16,1
"KLEENEX",0.684,0.053,4.263,0.421,1.158,4.053,1.003,0.229,1.195,0.902,1.608,1.393,4.263,0.396,"Haptic",5.265,19,1
"KLEPTOMANIA",0.6,0,0.933,1.467,0,2,1.121,0,1.944,2.2,0,2.035,2,0.4,"Visual",2.301,15,0.882
"KLEPTOMANIAC",0.571,0,0.5,0.357,0,3,1.158,0,1.401,0.745,0,1.84,3,0.677,"Visual",3.013,14,0.7
"KLUTZ",1.176,0,0.765,1.353,0,3.176,1.667,0,1.437,1.902,0,1.776,3.176,0.491,"Visual",3.32,17,0.944
"KLUTZINESS",1.111,0,0.833,1.222,0,3.167,1.451,0,1.654,1.7,0,1.886,3.167,0.5,"Visual",3.288,18,0.947
"KLUTZY",1.824,0.176,2.118,1.471,0.412,2.882,1.667,0.529,1.867,1.875,0.939,1.933,2.882,0.305,"Visual",3.497,17,0.944
"KNACK",1.059,0,0.412,1.235,0,2.235,1.519,0,1.064,1.715,0,1.348,2.235,0.452,"Visual",2.428,17,1
"KNAPSACK",0.438,0,2.875,0,0.375,3.812,1.263,0,2.029,0,1.258,1.721,3.812,0.508,"Visual",4.297,16,0.889
"KNEAD",0.368,0,3,0.105,0.105,2.632,1.212,0,2.285,0.459,0.459,2.216,3,0.483,"Haptic",3.564,19,1
"KNEADER",0.5,0.286,2.143,0.786,0.5,2.429,1.16,0.726,2.248,1.311,0.941,2.027,2.429,0.323,"Visual",2.921,14,0.7
"KNEADING",0.733,0.4,4.2,1.133,0.8,3.133,0.961,1.056,1.424,1.457,1.568,1.959,4.2,0.365,"Haptic",4.752,15,0.938
"KNEE",0.6,0,3.6,1.95,0,4.25,1.314,0,1.501,2.064,0,1.251,4.25,0.409,"Visual",5.079,20,1
"KNEE DEEP",0.389,0.167,2.667,2.111,0.222,2.889,0.85,0.707,2.058,1.745,0.943,1.811,2.889,0.322,"Visual",3.746,18,1
"KNEECAP",0.444,0,3.778,2.167,0,4.056,0.856,0,1.629,2.149,0,1.392,4.056,0.388,"Visual",5.077,18,1
"KNEED",0.7,0.25,3.25,1.3,0.45,2.8,1.302,0.639,1.832,1.689,0.999,2.093,3.25,0.343,"Haptic",3.891,20,0.87
"KNEEL",0.438,0,2.688,1.625,0,3.812,0.814,0,1.74,1.928,0,1.424,3.812,0.445,"Visual",4.294,16,1
"KNEELER",1,0.462,2.154,0.538,0.846,3,1.826,1.391,2.115,1.391,1.864,1.915,3,0.317,"Visual",3.387,13,0.765
"KNEELING",0.353,0,2.059,1.412,0,3.118,0.786,0,1.749,1.502,0,1.933,3.118,0.449,"Visual",3.473,17,1
"KNEEPAD",0.684,0,3,0.421,0.053,4,1.376,0,1.826,1.216,0.229,1.453,4,0.49,"Visual",4.504,19,1
"KNELT",0.474,0,2.158,0.895,0,3.105,1.264,0,1.864,1.329,0,1.883,3.105,0.468,"Visual",3.443,19,1
"KNEW",1.182,0.227,0.5,2.773,0.409,1,1.79,1.066,1.336,2.159,1.221,1.604,2.773,0.418,"Interoceptive",2.891,22,1
"KNICKERS",0.222,0,3.167,0.222,0.5,4.389,0.548,0,1.654,0.732,1.043,1.195,4.389,0.516,"Visual",4.883,18,1
"KNICKKNACK",0.438,0.062,2.188,0.188,0.062,4,0.727,0.25,1.759,0.544,0.25,1.461,4,0.568,"Visual",4.209,16,0.889
"KNIFE",0.667,0.278,3.222,0.278,0,4.5,1.372,1.179,1.801,1.179,0,0.924,4.5,0.503,"Visual",4.999,18,1
"KNIFE BLADE",0.25,0,3.25,0.3,0,4.1,0.639,0,1.97,1.129,0,1.518,4.1,0.519,"Visual",4.692,20,1
"KNIFEBOARD",1.167,0,3.389,0.167,0.389,4.167,1.15,0,1.787,0.707,0.778,1.339,4.167,0.449,"Visual",4.833,18,0.9
"KNIFELESS",0.467,0,0.467,0.133,0,3.8,0.915,0,0.743,0.352,0,1.612,3.8,0.781,"Visual",3.805,15,0.833
"KNIFELIKE",0.412,0.059,2.118,0.176,0,3.471,1.228,0.243,1.996,0.728,0,1.841,3.471,0.557,"Visual",3.717,17,1
"KNIFEMAN",1.75,0.167,1.333,1.667,0.167,3.667,1.658,0.577,1.775,1.826,0.577,1.826,3.667,0.4,"Visual",3.951,12,0.667
"KNIGHT",2.118,0,1.529,0.412,0.235,4.471,1.996,0,1.908,1.064,0.752,0.874,4.471,0.51,"Visual",4.68,17,1
"KNIGHTHOOD",1.941,0,0,0.529,0,3.824,1.983,0,0,1.375,0,1.944,3.824,0.607,"Visual",3.987,17,0.944
"KNIGHTLY",1.105,0.053,0.105,0.632,0.053,2.158,1.696,0.229,0.315,1.212,0.229,2.007,2.158,0.513,"Visual",2.267,19,0.95
"KNIT",0.167,0.111,3.278,0.222,0.056,3.389,0.383,0.471,1.526,0.732,0.236,1.883,3.389,0.462,"Visual",4.201,18,1
"KNITTED",0.105,0,2.895,0.263,0.105,3.421,0.315,0,2.079,0.933,0.315,1.865,3.421,0.504,"Visual",4.007,19,1
"KNITTER",0.737,0,2.158,0.105,0.053,3.158,1.195,0,2.089,0.459,0.229,1.834,3.158,0.508,"Visual",3.474,19,0.95
"KNITTING",0.667,0.167,2.667,0.111,0.222,2.944,1.237,0.707,1.97,0.471,0.943,1.765,2.944,0.418,"Visual",3.552,18,1
"KNITTING NEEDLE",0.353,0,3.824,0,0,4.118,1.222,0,1.879,0,0,1.576,4.118,0.496,"Visual",5.01,17,1
"KNITWEAR",0.353,0.294,3.412,0.294,0.294,3.941,1.222,1.213,1.543,1.213,1.213,1.435,3.941,0.425,"Visual",4.658,17,1
"KNITWORK",0.263,0,3.158,0.158,0,3.947,0.733,0,1.537,0.501,0,1.268,3.947,0.524,"Visual",4.531,19,0.905
"KNOB",0.412,0,4.588,0.235,0,3.765,0.795,0,0.87,0.752,0,1.715,4.588,0.51,"Haptic",5.314,17,0.944
"KNOBBINESS",0.231,0.154,2.923,0.231,0.077,3.846,0.832,0.555,1.553,0.599,0.277,1.345,3.846,0.505,"Visual",4.343,13,0.765
"KNOBBY",0.083,0,2.333,0.5,0,2.667,0.289,0,2.188,0.798,0,2.103,2.667,0.478,"Visual",3.168,12,0.75
"KNOBLIKE",0.176,0.176,2.588,0.235,0.235,2.941,0.529,0.529,1.97,0.664,0.752,1.952,2.941,0.435,"Visual",3.498,17,0.85
"KNOCK",3.824,0,2.882,1,0,2,1.912,0,1.9,1.62,0,1.904,3.824,0.394,"Auditory",4.462,17,1
"KNOCK OFF",0.722,0.167,0.778,0,0.5,2.778,1.32,0.707,1.353,0,1.339,2.238,2.778,0.562,"Visual",2.819,18,0.9
"KNOCK OUT",1.667,0.2,2.133,1.933,0.267,3.267,1.759,0.561,1.922,1.981,0.704,1.981,3.267,0.324,"Visual",3.836,15,1
"KNOCK OVER",2.421,0.105,2.789,0.789,0.105,3.947,1.924,0.459,2.043,1.512,0.315,1.311,3.947,0.378,"Visual",4.609,19,1
"KNOCKDOWN",1.632,0,2.842,1.737,0,3.368,1.606,0,1.803,1.821,0,1.832,3.368,0.352,"Visual",4.136,19,1
"KNOCKED OUT",1.8,0.15,1.35,2.6,0.15,3.15,1.908,0.671,1.755,1.903,0.671,2.033,3.15,0.326,"Visual",3.851,20,1
"KNOCKER",2.944,0,2.056,0.278,0,2.667,2.182,0,2.127,0.826,0,1.847,2.944,0.371,"Auditory",3.761,18,1
"KNOCKING",4.706,0,1.824,0.235,0,1.765,0.849,0,2.157,0.752,0,1.888,4.706,0.552,"Auditory",4.874,17,1
"KNOCKOFF",0.471,0.529,1.647,0.294,0.824,3.471,0.874,1.231,1.935,0.772,1.629,1.772,3.471,0.439,"Visual",3.612,17,1
"KNOCKOUT",1.471,0.118,1.412,1.588,0.059,3.529,1.505,0.485,1.839,1.873,0.243,1.772,3.529,0.424,"Visual",3.779,17,1
"KNOLL",0.182,0,0.636,0,0.455,3.455,0.603,0,1.502,0,0.934,1.968,3.455,0.731,"Visual",3.465,11,0.611
"KNOT",0,0,4,0.353,0,4.059,0,0,1.061,0.862,0,1.391,4.059,0.483,"Visual",5.078,17,1
"KNOTHOLE",0.333,0.2,2.067,0.267,0.333,3.6,0.816,0.775,1.831,1.033,1.047,1.882,3.6,0.5,"Visual",3.816,15,0.833
"KNOTLESS",0.467,0.467,2.467,0.667,0.333,3.133,1.125,1.246,2.326,1.447,0.9,1.767,3.133,0.372,"Visual",3.591,15,0.882
"KNOTTED",0.294,0,2.471,0.529,0,4,0.985,0,1.841,1.068,0,1,4,0.548,"Visual",4.295,17,1
"KNOTTING",0.235,0,2.706,0.471,0.118,3.529,0.752,0,2.085,1.068,0.485,1.736,3.529,0.5,"Visual",3.998,17,1
"KNOTTY",0.133,0,2.867,0.4,0.067,3.267,0.516,0,2.031,1.298,0.258,1.944,3.267,0.485,"Visual",3.882,15,0.833
"KNOW",1.294,0.235,0.294,2.706,0.176,1.471,1.532,0.437,0.588,1.724,0.393,1.546,2.706,0.41,"Interoceptive",2.932,17,1
"KNOWABLE",0.882,0.059,0.059,2.353,0.059,0.706,1.616,0.243,0.243,1.998,0.243,1.312,2.353,0.557,"Interoceptive",2.414,17,1
"KNOWER",1.188,0.312,0.312,1.062,0.188,1.062,1.559,0.793,0.793,1.769,0.403,1.436,1.188,0.242,"Auditory",1.606,16,0.842
"KNOWHOW",1.529,0.176,0.294,1.588,0.059,1.647,1.505,0.393,0.588,1.502,0.243,1.32,1.647,0.3,"Visual",2.295,17,1
"KNOWING",2.263,0.579,1.316,3.158,0.579,2.211,2.051,1.121,1.765,1.642,1.071,2.043,3.158,0.255,"Interoceptive",3.838,19,1
"KNOWINGLY",2.1,0,0.05,2.3,0,1.5,1.997,0,0.224,2.179,0,1.821,2.3,0.387,"Interoceptive",2.916,20,1
"KNOWINGNESS",1.273,0.182,0.303,1.879,0.242,1.545,1.645,0.882,1.015,1.98,0.902,1.752,1.879,0.313,"Interoceptive",2.317,33,0.943
"KNOWLEDGE",2.737,0.158,0.474,2.526,0.158,2.368,1.628,0.501,1.124,2.065,0.501,1.802,2.737,0.306,"Auditory",3.685,19,1
"KNOWLEDGEABLE",2.471,0.176,0.235,1.118,0.118,2.471,1.972,0.529,0.562,1.495,0.485,1.586,2.471,0.357,"Auditory",3.161,17,1
"KNOWLEDGEABLY",2.562,0.062,0.25,1.5,0.062,1.125,2.032,0.25,0.775,1.932,0.25,1.586,2.562,0.449,"Auditory",2.787,16,1
"KNOWN",1.222,0.611,0.5,2,0.556,1.222,1.396,1.037,0.985,2,1.042,1.478,2,0.245,"Interoceptive",2.301,18,1
"KNUCKLE",0.619,0.095,3.095,0.476,0.095,3.714,1.117,0.436,1.546,1.123,0.436,1.521,3.714,0.447,"Visual",4.331,21,1
"KNUCKLEBALL",0.706,0.235,1.765,0.647,0.235,4.059,1.263,0.752,1.954,1.115,0.752,1.144,4.059,0.5,"Visual",4.18,17,0.944
"KNUCKLEBONE",0.312,0.062,2.562,1,0.062,2.875,0.602,0.25,1.788,1.549,0.25,1.928,2.875,0.409,"Visual",3.466,16,0.889
"KNUCKLED",0.941,0.235,2.176,1,0.176,2.294,1.749,0.664,1.811,1.658,0.529,1.863,2.294,0.31,"Visual",2.894,17,0.944
"KNUCKLEHEAD",2.35,0,1.2,0.35,0,3.5,2.183,0,2.042,1.089,0,1.906,3.5,0.473,"Visual",3.862,20,1
"KNUCKLES",1,0.263,3.158,0.789,0.263,3.421,1.795,1.147,2.035,1.584,1.147,2.116,3.421,0.355,"Visual",4.18,19,1
"KOALA",0.895,0,1.105,0,0.526,3.632,0.994,0,1.56,0,0.905,2.033,3.632,0.59,"Visual",3.687,19,1
"KOOKY",2.647,0.059,0.471,1.471,0.176,3.529,1.539,0.243,0.8,1.875,0.529,1.546,3.529,0.415,"Visual",4.037,17,0.895
"KOSHER",0.444,2.722,0.667,0.444,1.111,1.833,1.338,2.191,1.645,1.294,1.745,2.121,2.722,0.315,"Gustatory",3.043,18,1
"KRYPTON",0.188,0,0.312,0.188,0.125,1.625,0.544,0,0.793,0.75,0.5,1.996,1.625,0.667,"Visual",1.631,16,0.727
"KRYPTONITE",0.5,0.071,0.714,0.857,0.071,2.5,0.941,0.267,0.994,1.61,0.267,1.951,2.5,0.515,"Visual",2.558,14,1
"KUDOS",2.467,0.133,0.133,1.067,0.333,1.533,2.295,0.516,0.352,1.58,1.291,1.807,2.467,0.412,"Auditory",2.708,15,0.882
"KUMQUAT",0.071,4,2.071,0,2.143,3.429,0.267,1.519,2.056,0,1.994,1.785,4,0.341,"Gustatory",4.974,14,0.778
"KUNG FU",1.778,0.278,2.667,1.944,0.333,3.611,1.768,0.826,1.879,1.924,0.97,1.685,3.611,0.314,"Visual",4.292,18,1
"KWANZA",1.588,0.235,0.471,0.824,0.235,2.824,2.033,0.752,1.068,1.38,0.752,1.811,2.824,0.419,"Visual",3.008,17,0.944
"LAB",0.412,0,0.824,0.118,0.471,3.235,0.939,0,1.59,0.485,1.068,2.195,3.235,0.64,"Visual",3.259,17,1
"LAB COAT",0.167,0,2.389,0,0.278,3.778,0.383,0,1.975,0,0.575,1.734,3.778,0.571,"Visual",4.073,18,1
"LABEL",0.647,0,2.118,0.176,0,4.353,1.498,0,2.027,0.728,0,1.057,4.353,0.597,"Visual",4.518,17,1
"LABELER",0.905,0.048,1.476,0.048,0.143,3.19,1.609,0.218,1.632,0.218,0.478,1.692,3.19,0.541,"Visual",3.315,21,0.955
"LABIA",0,1,2.643,1.357,0.929,2.929,0,1.71,2.134,1.946,1.639,1.817,2.929,0.331,"Visual",3.631,14,0.875
"LABOR",1.263,0,1.421,2.263,0.105,3.789,1.727,0,1.71,1.996,0.315,1.653,3.789,0.429,"Visual",4.139,19,1
"LABOR MARKET",1.25,0.25,0.35,0.45,0.35,2.55,1.773,0.91,0.933,0.999,1.182,2.012,2.55,0.442,"Visual",2.656,20,0.909
"LABORATORIAL",1.273,0.273,0.909,0.273,0.818,3.455,1.902,0.905,1.578,0.905,1.471,2.252,3.455,0.455,"Visual",3.547,11,0.579
"LABORATORY",1.25,0,1.1,0.25,1.25,3.35,1.446,0,1.483,0.91,1.293,2.007,3.35,0.465,"Visual",3.499,20,1
"LABORED",1.667,0,0.556,2.444,0.167,3.278,1.749,0,1.149,2.007,0.707,1.565,3.278,0.404,"Visual",3.794,18,0.947
"LABORER",2.938,0.188,1.625,0.875,0.625,4.188,1.692,0.75,2.062,1.668,1.408,0.911,4.188,0.383,"Visual",4.702,16,1
"LABORING",2.118,0.118,1.706,3.118,0.647,3.647,1.616,0.332,1.961,1.799,1.057,1.367,3.647,0.311,"Visual",4.539,17,0.944
"LABORIOUS",1.5,0.111,1.222,2.167,0.167,3.056,1.581,0.323,1.592,1.724,0.514,1.589,3.056,0.358,"Visual",3.528,18,1
"LABORIOUSLY",2.389,0.056,2.778,3.333,0.222,3.389,1.754,0.236,1.896,1.645,0.548,1.65,3.389,0.274,"Visual",4.806,18,1
"LABORIOUSNESS",1.739,0.217,1.391,1.522,0.652,2.565,2.027,0.736,1.971,1.88,1.613,2.15,2.565,0.29,"Visual",3.06,23,0.657
"LABORSAVING",2.1,0.1,0.4,0.7,0.1,2.6,1.729,0.316,0.699,1.337,0.316,1.647,2.6,0.417,"Visual",3.009,10,0.625
"LABRADOR",3,0,2.6,0.1,1.8,4.25,2.176,0,2.113,0.308,1.576,1.41,4.25,0.362,"Visual",5.029,20,1
"LABYRINTH",0.75,0.188,1.5,0.562,0.438,4.5,1.438,0.75,1.461,1.315,1.094,0.816,4.5,0.543,"Visual",4.566,16,0.889
"LACE",0.789,0.105,3.632,0.842,0.158,3.842,1.316,0.459,1.64,1.385,0.501,1.385,3.842,0.399,"Visual",4.728,19,1
"LACED",0.297,1.162,2.054,0.838,0.378,3.27,0.812,1.803,2.081,1.675,1.089,1.82,3.27,0.372,"Visual",3.58,37,1
"LACELIKE",0.053,0.053,3.105,0.368,0.053,3.421,0.229,0.229,1.595,1.212,0.229,1.805,3.421,0.478,"Visual",4.122,19,1
"LACERATE",0.412,0.118,2.647,2.118,0.294,3.235,1.004,0.485,2.029,1.996,0.985,1.678,3.235,0.353,"Visual",3.958,17,1
"LACERATED",0.417,0.083,2.833,1.833,0.167,3.25,0.9,0.289,2.209,2.038,0.389,1.815,3.25,0.369,"Visual",3.986,12,0.8
"LACERATION",0.778,0.111,3.056,2.722,0.167,3.167,1.353,0.323,1.83,2.024,0.514,1.855,3.167,0.306,"Visual",4.326,18,0.947
"LACEWORK",0.214,0,2.857,0.357,0,3.857,0.579,0,2.07,0.929,0,1.875,3.857,0.529,"Visual",4.323,14,1
"LACING",0.471,0.118,3,0.294,0.176,3.647,0.943,0.485,1.696,0.985,0.529,1.32,3.647,0.458,"Visual",4.229,17,0.944
"LACK",1.053,0.105,0.737,1.263,0.105,1.737,1.508,0.459,1.284,1.727,0.459,1.628,1.737,0.326,"Visual",2.066,19,1
"LACKADAISICAL",2,0,0.188,2.062,0,3.062,1.673,0,0.544,1.769,0,1.569,3.062,0.419,"Visual",3.57,16,0.842
"LACKADAISICALLY",1.071,0,0.714,1.071,0,2.714,1.385,0,1.204,1.639,0,2.164,2.714,0.487,"Visual",2.836,14,0.667
"LACKEY",2.312,0.125,0.5,0.188,0.5,3.938,1.991,0.5,1.155,0.544,1.317,1.692,3.938,0.504,"Visual",4.192,16,0.941
"LACKLUSTER",1.045,0.455,0.636,1.818,0.364,2.682,1.588,0.8,1.002,2.174,0.727,1.912,2.682,0.331,"Visual",2.994,22,1
"LACQUER",0.25,0.417,2.417,0.417,2.75,4,0.866,0.9,1.832,0.9,1.913,1.348,4,0.366,"Visual",4.627,12,0.667
"LACQUERING",0.154,0.038,2.885,0.115,2.577,3.077,0.784,0.196,2.104,0.588,2.023,2.096,3.077,0.343,"Visual",4.126,26,0.605
"LACROSSE",2.348,0,1.652,0.652,0.087,4.174,1.695,0,1.945,1.369,0.288,1.267,4.174,0.468,"Visual",4.489,23,1
"LACTATE",0.056,1.833,1.611,1.833,1.167,1.667,0.236,2.121,1.975,1.978,1.757,1.879,1.833,0.218,"Interoceptive",2.832,18,0.9
"LACTATED",0.562,0.5,0.812,1.938,0.312,3.5,1.209,1.095,1.471,2.175,0.602,1.673,3.5,0.418,"Visual",3.709,16,1
"LACTATION",0.556,0.833,1.389,2.444,0.667,3.5,1.042,1.15,1.539,2.229,1.029,1.823,3.5,0.314,"Visual",3.941,18,0.947
"LACTIC",0.091,0.727,0.091,2.182,0.545,0.636,0.302,1.618,0.302,2.272,1.293,1.502,2.182,0.489,"Interoceptive",2.237,11,0.611
"LACTOSE",0.312,3,1.25,1.25,1.75,2.812,1.25,2.066,1.807,1.949,1.983,1.682,3,0.259,"Gustatory",3.883,16,0.889
"LACY",0.688,0,2.625,0.062,0.312,4.25,1.448,0,1.893,0.25,1.25,1.065,4.25,0.535,"Visual",4.566,16,0.941
"LAD",2.438,0.062,1,0.25,0.312,3.5,2.159,0.25,1.789,0.775,0.602,1.862,3.5,0.455,"Visual",3.88,16,1
"LADDER",0.789,0.105,3.368,0.474,0.211,4.632,1.548,0.459,1.832,1.307,0.918,0.955,4.632,0.473,"Visual",5.17,19,1
"LADDERED",0.267,0,2.333,0.333,0,3.667,0.799,0,2.059,1.047,0,1.718,3.667,0.556,"Visual",3.959,15,0.789
