job_id,generator,labels,literal,specificity,consistent,anchor_regime,anchors,n_samples
0d7b34d0-30d1-4153-af5a-f6fdc1c9222f,openai,temperature+pressure,1,1,1,drift,,10
eaca31f6-7733-4f14-a3c5-d7bf118b9d28,claude,vibration,1,0,0,paraphrase,PULSATE,10
f3e7f56f-9873-43e5-b356-c7a21903d220,openai,nociception+pressure,0,1,0,strict,ELECTRICAL SHOCK; PRESSING,10
8d7c792e-6fdc-44d6-8310-cd3d0c871dd6,claude,temperature,1,1,1,drift,,10
77ab889e-7c92-4a3e-b03f-fdac7e6aa81e,openai,nociception+temperature+vibration,0,1,1,paraphrase,ITCHING; FROSTINESS; VIBRATING,10
3a66bedf-9716-4286-99af-53e28ab7cb00,claude,nociception+temperature+pressure,1,0,0,drift,,10
765ec4e7-ab43-4296-964c-2577d6721382,openai,nociception,0,1,1,drift,,10
430db093-86bc-4341-acac-a07a76badc6f,claude,temperature+vibration+pressure,1,1,0,drift,,10
91db1cf1-5305-4fde-b21a-ef2f7c4b1c7b,openai,temperature+pressure,0,1,0,drift,,10
c22b5076-028f-4939-a21b-81dd0fd2536f,claude,nociception+vibration+pressure,1,0,0,strict,PRICK; VIBRATING; COMPRESSION,10
2a1e707d-734d-424f-82c1-aa8d5e46061f,openai,temperature,0,0,1,strict,HEATING,10
222ac82e-ad56-4190-869c-933fc4e1e17b,claude,temperature+vibration+pressure,0,1,0,paraphrase,WARMING; PULSE; SQUEEZING,10
41b9d02c-f0d8-45c9-869e-2b0a81a778ec,openai,vibration+pressure,1,0,0,drift,,10
fe2f55f5-1fcf-4209-b367-4d90a8920614,claude,vibration+pressure,1,0,1,drift,,10
17e6d278-ec8e-442e-a568-a6b602fa31f8,openai,nociception,0,0,1,paraphrase,THORNINESS,10
70aa7bb9-ef08-4a8d-a9e6-3a6c71d33c4f,claude,nociception+vibration,0,0,0,drift,,10
198578fc-3b35-44f0-ae54-45fe6cb54b26,openai,temperature,0,1,0,drift,,10
aa469ce7-9064-471d-904a-4331cd87f9ba,claude,temperature+vibration+pressure,0,0,1,strict,UNHEATED; VIBRATION; COMPRESSION,10
790c0e36-5f59-470d-b610-478c7166e06a,openai,nociception+pressure,1,1,0,strict,ITCHINESS; TIGHTNESS,10
7432b321-f9d4-47ae-ad87-2b241067df47,claude,nociception+temperature+vibration,1,1,0,strict,ELECTRIC SHOCK; TEPID; VIBRATING,10
09a12f83-caf1-4216-a58f-0c45e6a23be1,openai,nociception+temperature+pressure,1,1,1,drift,,10
dc9b38d8-2e4d-4839-b0bb-6afeae8d6e81,claude,nociception+temperature+vibration,0,0,0,drift,,10
68bc644e-5e86-4f5b-baf8-29a531667487,openai,nociception+vibration,1,1,0,strict,ITCHING; VIBRATION,10
36df15c6-c045-48bb-9cf5-9300b2358938,claude,vibration,1,0,0,drift,,10
a70240b0-c73a-4638-972f-3cdadb308dce,openai,nociception+vibration,1,0,1,strict,STINGING; PULSATE,10
596cac65-4297-44b8-8d6c-8b2fea992677,claude,nociception+vibration,0,1,0,drift,,10
b3bdb04a-e9d5-44b5-90bb-fcb9a018ee92,openai,nociception,0,1,0,drift,,10
e38ce3db-1b34-4d53-8e9f-dd7f2ce8d212,claude,vibration,1,0,1,paraphrase,PULSATE,10
76d62cb2-db6c-4dc9-b118-4bfc16b4d504,openai,nociception,1,0,0,drift,,10
431ec4f3-b9f1-4f54-8285-345c09602fd2,claude,nociception+pressure,1,0,0,strict,PIERCED; COMPRESSIBLE,10
3c38f003-8ba6-42fa-bbb1-303853f815bb,openai,temperature,1,0,1,paraphrase,ICY,10
cc51288e-e68f-4000-908e-bb70004fff46,claude,temperature+vibration+pressure,0,1,1,strict,ICY; VIBRATING; FORCE,10
446b47fd-73e6-4976-a1ee-1b6b6ef96ddf,openai,nociception+vibration+pressure,0,1,1,strict,BLISTERING; PULSE; PRESS DOWN,10
c5aea566-4a07-487f-b072-21ce6efe3656,claude,vibration+pressure,0,0,0,strict,OSCILLATING; PRESS,10
d0a4ffe3-b28f-46a3-a166-d0e4dd6d6179,openai,nociception+vibration+pressure,0,0,1,paraphrase,BRUISE; OSCILLATING; TIGHTNESS,10
f9db36ce-ea74-42c4-a78b-44fe34f7d975,claude,vibration+pressure,1,1,0,drift,,10
390ade7c-1f50-4a15-b877-afdee59acda3,openai,temperature+pressure,1,0,1,strict,COLDISH; SQUEEZE,10
7524d4a3-f284-4abc-a5cf-1258559d34a1,claude,temperature+pressure,1,1,0,drift,,10
0af72997-2d37-4b0a-aebe-823bc6d6f099,openai,nociception+vibration+pressure,1,1,0,strict,BLISTERING; VIBRATION; PRESSING,10
5bd55606-ce02-432b-810e-d040a2472ae0,claude,nociception+temperature+vibration,0,1,1,drift,,10
3b496a86-c9ea-4c41-8d2b-8b0587602f7f,openai,temperature+vibration+pressure,1,0,1,strict,ICE COLD; VIBRATING; SQUEEZE,10
1be59913-bd56-4cef-a8c2-77f2e2ba8334,claude,nociception+vibration+pressure,1,1,0,paraphrase,PINPRICK; VIBRATE; SQUEEZING,10
29569cfb-f67c-4a8e-8e13-bd88ddc52cb7,openai,nociception+temperature+pressure,0,0,1,drift,,10
447a5800-2d7f-4161-85ff-3e4e008c7fe5,claude,temperature+pressure,0,1,1,strict,HEATING; COMPRESSION,10
9dc6f771-2900-43f0-847b-16006f9997b7,openai,nociception+pressure,1,0,1,drift,,10
d8ae52ce-c9a5-4304-9557-3c3669c4fb5c,claude,temperature,1,1,0,paraphrase,SUPERHEATED,10
1fafef2a-4828-401b-b705-434148bb2982,openai,vibration+pressure,0,0,0,paraphrase,PULSATE; PRESSING,10
80123efd-e6ff-43a0-9733-a82070e955a3,claude,temperature+vibration,1,1,1,paraphrase,HOTNESS; VIBRATING,10
fa09e2b2-719e-4217-8054-54ad1f9f2f4c,openai,nociception+temperature+vibration,1,1,0,paraphrase,SCALDING; WARMNESS; PULSE,10
480dcfc4-c12c-4a27-b782-7dcfb9d854eb,claude,nociception+temperature,0,1,1,strict,PIERCED; HEATING,10
6206332e-261a-4585-9228-3fb20ff98bb0,openai,vibration,0,0,1,drift,,10
6acec550-40cc-45b2-9e4f-138d264d233b,claude,nociception,0,0,0,paraphrase,ACHING,10
62b6fdcc-97d4-46bb-92f9-d7785d393143,openai,vibration,0,0,0,paraphrase,VIBRATION,10
fbad64a9-afb4-40c4-b1b1-e47255ccfb55,claude,pressure,0,1,0,drift,,10
0d2ee9e1-071e-44d9-ab93-e13c16082c7e,openai,temperature+pressure,1,0,0,paraphrase,COOLNESS; TENSION,10
8896944c-b024-4f19-b052-b3ed5a9e15c3,claude,temperature,0,1,1,paraphrase,CHILLINESS,10
91d5afee-9eb4-4c9c-bced-93337ea9854e,openai,nociception+temperature+vibration,1,1,1,drift,,10
80d2733e-1776-4ceb-bfc3-a7d36774c950,claude,pressure,1,1,0,paraphrase,COMPRESS,10
9fbbeafc-288b-45ed-be90-0de9150266ff,openai,vibration,0,0,1,paraphrase,TREMBLING,10
2734c832-955c-479d-88da-2c9449f7e1d1,claude,nociception+temperature+pressure,0,0,0,strict,SCALDING; ICE COLD; COMPRESSION,10
3049059f-fbc8-40a0-a452-4834c830dc2c,openai,nociception+temperature+vibration,0,0,0,paraphrase,STINGING; HOT; VIBRATE,10
be2a0ef0-60bd-4e51-ad7e-193fc6dd3f51,claude,nociception,1,0,0,paraphrase,SPIKY,10
3ed4ca35-b83f-4ab1-bb5b-0b16019892da,openai,pressure,1,0,1,paraphrase,COMPRESSION,10
13f2cf87-35de-4bd0-bb48-cf5b573bc6db,claude,nociception+temperature+pressure,0,1,1,strict,ACHING; CHILLED; TIGHT,10
6c76748b-b16d-423c-a23b-bd06d9462373,openai,nociception+pressure,1,1,1,paraphrase,BURNING; PRESS DOWN,10
47e0e832-e968-4340-8837-89838a550066,claude,temperature+vibration+pressure,1,1,0,strict,WARMNESS; THROBBING; COMPRESS,10
8e6aaded-769c-4c05-bd74-ac43b2e7a710,openai,nociception+vibration,1,0,0,drift,,10
ad685dcd-c782-4cb7-96f2-51282d287165,claude,temperature+vibration+pressure,0,1,1,drift,,10
47b74a88-82e6-46ef-a935-137a14cea2fb,openai,nociception+temperature+vibration,0,0,1,strict,INJURE; FREEZE; THROBBING,10
1dc2a882-5bf3-480b-8ae5-ca23bb291e2e,claude,vibration,0,1,0,strict,VIBRATE,10
b9e6f942-6d8e-4049-80a0-722f27f32f9c,openai,vibration,0,0,0,drift,,10
39bcb298-b33e-4e8d-8381-3ef2de12ee4e,claude,temperature+vibration,0,1,0,strict,WARM; VIBRATION,10
8f2ac6bd-1011-4a20-aac4-6e693210e532,openai,temperature+vibration,1,1,1,strict,SUPERHEATED; PULSATE,10
c8a5693c-b8bd-4cb5-97bc-5e713f4202ac,claude,temperature+vibration+pressure,1,1,1,paraphrase,HOT; THROBBING; PRESSURE,10
fd0fb3a6-5d15-472d-94ec-220f97edf49b,openai,temperature+vibration,1,1,0,paraphrase,WARMTH; VIBRATE,10
999f39ec-30ef-4f71-9165-e9fb9cc3c666,claude,temperature+vibration,0,0,0,paraphrase,TEPID; OSCILLATING,10
672373d9-4c26-48a6-816c-001aa2d55f6b,openai,vibration,0,1,1,paraphrase,VIBRATION,10
4b325d52-6819-49cc-818d-c689dcb9ae0d,claude,vibration,0,0,0,strict,OSCILLATING,10
6de0a1b8-c566-4b32-aeb9-7f150a4ae91a,openai,vibration+pressure,1,1,0,paraphrase,OSCILLATING; COMPRESSION,10
1c317079-a30f-42ca-94ff-613dee3fb63f,claude,nociception+temperature+vibration,1,0,0,strict,ELECTROSHOCK; CHILLY; PULSATE,10
57c0395b-b0a5-4812-8584-336c495be574,openai,nociception,1,1,1,strict,ACHE,10
b1bb4f3b-fb75-4ea7-a02f-8da211e12b96,claude,temperature+vibration+pressure,0,0,0,paraphrase,WARM; TREMBLING; COMPRESSION,10
e862769f-d8c5-44fa-8678-612498703091,openai,nociception+pressure,1,0,1,paraphrase,ELECTRICAL SHOCK; PRESS DOWN,10
e6363367-17a4-4815-992b-723919334652,claude,nociception+temperature+pressure,1,0,0,strict,JAGGEDNESS; COLDER; TIGHTNESS,10
f0125b26-a11f-46c4-a4b3-f3f8e6b877de,openai,temperature+vibration,1,1,1,drift,,10
77cc6752-05b4-4bac-b31b-29ee471e3b17,claude,nociception+vibration+pressure,0,0,1,drift,,10
2f35ec0f-4bd3-4cc7-8a8a-4c0981c397a4,openai,nociception+temperature+vibration,1,0,1,drift,,10
8f1c39c5-f2b0-41b2-af21-0da22b34f294,claude,nociception+vibration+pressure,1,1,0,drift,,10
e2c5dc5d-33aa-4d8f-8dc5-9dd8b816bb15,openai,nociception+pressure,0,0,1,drift,,10
7ced4333-316f-4d42-acff-643102b74664,claude,nociception+vibration,0,1,1,paraphrase,SCALDING; OSCILLATING,10
372f1336-96c8-476f-8472-c3aa9e0c10f1,openai,nociception+pressure,0,1,0,paraphrase,PUNCTURE; PRESSURE,10
b47d3717-f3a2-4126-aeec-5877c2a46cf1,claude,nociception+temperature,0,0,1,strict,PRICKED; FROST,10
ec74acbd-483d-4500-a3ae-275ac44fb2c6,openai,pressure,1,0,1,strict,SQUEEZING,10
27039159-ec9f-4358-9b47-bb5a76695367,claude,temperature+pressure,1,1,1,paraphrase,HEAT; TIGHT,10
577b478f-7855-4c6c-af62-e0d051ca34e7,openai,nociception+vibration,0,0,0,paraphrase,ELECTROSHOCK; THROBBING,10
a908f63c-6d86-465c-930a-39969acf1cbb,claude,temperature+vibration+pressure,1,1,1,drift,,10
3b5abfd6-eb1a-4edd-95d0-aef7641065c0,openai,nociception,1,1,0,drift,,10
e717a67e-a2e9-4f87-b715-0e7e74d7b9ec,claude,temperature+vibration,1,1,0,drift,,10
7bf5ea35-ef1f-43cc-a492-e46d4bdf949b,openai,vibration,1,1,1,drift,,10
f9ae6e42-980b-4102-87f2-4e945dd5c35e,claude,nociception+temperature,0,1,1,paraphrase,ELECTRIC SHOCK; CHILLED,10
8efd55a1-b1e4-49dd-8292-1ecd2a3e3e40,openai,nociception+temperature+pressure,0,1,0,strict,SORE; UNHEATED; FORCE,10
cef57f94-675b-484d-a3b8-e216e0eaefeb,claude,nociception+temperature,0,1,0,strict,PRICKING; ICY,10
